ID,Depot,SKU,Customer,ActivityDate,Inventory
820,34,42,31,5/1/2017,18
821,34,42,31,6/1/2017,13
822,34,42,31,7/1/2017,11
823,34,42,31,8/1/2017,10
824,34,42,31,9/1/2017,5
825,34,42,31,10/1/2017,4
826,34,42,31,11/1/2017,20
827,34,42,31,12/1/2017,19
828,34,42,31,13/1/2017,14
829,34,42,31,14/1/2017,14
830,34,42,31,15/1/2017,13
831,34,42,31,16/1/2017,12
832,34,42,31,17/1/2017,6
833,34,42,31,18/1/2017,24
834,34,42,31,19/1/2017,24
835,34,42,31,20/1/2017,13
836,34,42,31,21/1/2017,13
837,34,42,31,22/1/2017,13
838,34,42,31,23/1/2017,6
839,34,42,31,24/1/2017,5
840,34,42,31,25/1/2017,23
841,34,42,31,26/1/2017,21
842,34,42,31,27/1/2017,12
843,34,42,31,28/1/2017,12
844,34,42,31,29/1/2017,12
845,34,42,31,30/1/2017,8
846,34,42,31,31/1/2017,5
847,34,42,31,1/2/2017,33
848,34,42,31,2/2/2017,32
849,34,42,31,3/2/2017,25
850,34,42,31,4/2/2017,25
851,34,42,31,5/2/2017,25
852,34,42,31,6/2/2017,19
853,34,42,31,7/2/2017,29
854,34,42,31,8/2/2017,27
855,34,42,31,9/2/2017,24
856,34,42,31,10/2/2017,17
857,34,42,31,11/2/2017,17
858,34,42,31,12/2/2017,17
859,34,42,31,13/2/2017,9
860,34,42,31,14/2/2017,7
861,34,42,31,15/2/2017,30
862,34,42,31,16/2/2017,25
863,34,42,31,17/2/2017,19
864,34,42,31,18/2/2017,19
865,34,42,31,19/2/2017,18
866,34,42,31,20/2/2017,14
867,34,42,31,21/2/2017,14
868,34,42,31,22/2/2017,39
869,34,42,31,23/2/2017,36
870,34,42,31,24/2/2017,28
871,34,42,31,25/2/2017,28
872,34,42,31,26/2/2017,28
873,34,42,31,27/2/2017,25
874,34,42,31,28/2/2017,22
875,34,42,31,1/3/2017,28
876,34,42,31,2/3/2017,28
877,34,42,31,3/3/2017,20
878,34,42,31,4/3/2017,20
879,34,42,31,5/3/2017,18
880,34,42,31,6/3/2017,15
881,34,42,31,7/3/2017,12
882,34,42,31,8/3/2017,10
883,34,42,31,9/3/2017,10
884,34,42,31,10/3/2017,4
885,34,42,31,11/3/2017,4
886,34,42,31,12/3/2017,4
887,34,42,31,13/3/2017,23
888,34,42,31,14/3/2017,21
889,34,42,31,15/3/2017,27
890,34,42,31,16/3/2017,14
891,34,42,31,17/3/2017,19
892,34,42,31,18/3/2017,19
893,34,42,31,19/3/2017,19
894,34,42,31,20/3/2017,11
895,34,42,31,21/3/2017,10
896,34,42,31,22/3/2017,29
897,34,42,31,23/3/2017,28
898,34,42,31,24/3/2017,20
899,34,42,31,25/3/2017,20
900,34,42,31,26/3/2017,19
901,34,42,31,27/3/2017,18
902,34,42,31,28/3/2017,17
903,34,42,31,29/3/2017,28
904,34,42,31,30/3/2017,25
905,34,42,31,31/3/2017,20
906,34,44,6,1/1/2017,21
907,34,44,6,2/1/2017,14
908,34,44,6,3/1/2017,11
909,34,44,6,4/1/2017,11
910,34,44,6,5/1/2017,11
911,34,44,6,6/1/2017,13
912,34,44,6,7/1/2017,12
913,34,44,6,8/1/2017,10
914,34,44,6,9/1/2017,1
915,34,44,6,10/1/2017,
916,34,44,6,11/1/2017,12
917,34,44,6,12/1/2017,11
918,34,44,6,13/1/2017,15
919,34,44,6,14/1/2017,15
920,34,44,6,15/1/2017,9
921,34,44,6,16/1/2017,9
922,34,44,6,17/1/2017,6
923,34,44,6,18/1/2017,21
924,34,44,6,19/1/2017,20
925,34,44,6,20/1/2017,20
926,34,44,6,21/1/2017,20
927,34,44,6,22/1/2017,13
928,34,44,6,23/1/2017,10
929,34,44,6,24/1/2017,5
930,34,44,6,25/1/2017,21
931,34,44,6,26/1/2017,20
932,34,44,6,27/1/2017,20
933,34,44,6,28/1/2017,20
934,34,44,6,29/1/2017,13
935,34,44,6,30/1/2017,12
936,34,44,6,31/1/2017,8
937,34,44,6,1/2/2017,25
938,34,44,6,2/2/2017,22
939,34,44,6,3/2/2017,25
940,34,44,6,4/2/2017,25
941,34,44,6,5/2/2017,21
942,34,44,6,6/2/2017,18
943,34,44,6,7/2/2017,16
944,34,44,6,8/2/2017,33
945,34,44,6,9/2/2017,30
946,34,44,6,10/2/2017,29
947,34,44,6,11/2/2017,29
948,34,44,6,12/2/2017,25
949,34,44,6,13/2/2017,23
950,34,44,6,14/2/2017,22
951,34,44,6,15/2/2017,28
952,34,44,6,16/2/2017,24
953,34,44,6,17/2/2017,24
954,34,44,6,18/2/2017,24
955,34,44,6,19/2/2017,16
956,34,44,6,20/2/2017,5
957,34,44,6,21/2/2017,2
958,34,44,6,22/2/2017,60
959,34,44,6,23/2/2017,60
960,34,44,6,24/2/2017,71
961,34,44,6,25/2/2017,71
962,34,44,6,26/2/2017,65
963,34,44,6,27/2/2017,51
964,34,44,6,28/2/2017,35
965,34,44,6,1/3/2017,35
966,34,44,6,2/3/2017,21
967,34,44,6,3/3/2017,21
968,34,44,6,4/3/2017,21
969,34,44,6,5/3/2017,8
970,34,44,6,6/3/2017,6
971,34,44,6,7/3/2017,1
972,34,44,6,8/3/2017,25
973,34,44,6,9/3/2017,25
974,34,44,6,10/3/2017,25
975,34,44,6,11/3/2017,25
976,34,44,6,12/3/2017,19
977,34,44,6,13/3/2017,15
978,34,44,6,14/3/2017,14
979,34,44,6,15/3/2017,19
980,34,44,6,16/3/2017,18
981,34,44,6,17/3/2017,17
982,34,44,6,18/3/2017,17
983,34,44,6,19/3/2017,11
984,34,44,6,20/3/2017,2
985,34,44,6,21/3/2017,
986,34,44,6,22/3/2017,18
987,34,44,6,23/3/2017,19
988,34,44,6,24/3/2017,25
989,34,44,6,25/3/2017,25
990,34,44,6,26/3/2017,14
991,34,44,6,27/3/2017,12
992,34,44,6,28/3/2017,5
993,34,44,6,29/3/2017,22
994,34,44,6,30/3/2017,19
995,34,44,6,31/3/2017,34
996,34,44,31,7/3/2017,2
997,34,45,19,1/1/2017,7
998,34,45,19,2/1/2017,7
999,34,45,19,3/1/2017,6
1000,34,45,19,4/1/2017,6
1001,34,45,19,5/1/2017,5
1002,34,45,19,6/1/2017,5
1003,34,45,19,7/1/2017,5
1004,34,45,19,8/1/2017,5
1005,34,45,19,9/1/2017,5
1006,34,45,19,10/1/2017,4
1007,34,45,19,11/1/2017,2
1008,34,45,19,12/1/2017,10
1009,34,45,19,13/1/2017,10
1010,34,45,19,14/1/2017,10
1011,34,45,19,15/1/2017,10
1012,34,45,19,16/1/2017,10
1013,34,45,19,17/1/2017,10
1014,34,45,19,18/1/2017,10
1015,34,45,19,19/1/2017,10
1016,34,45,19,20/1/2017,9
1017,34,45,19,21/1/2017,9
1018,34,45,19,22/1/2017,9
1019,34,45,19,23/1/2017,9
1020,34,45,19,24/1/2017,9
1021,34,45,19,25/1/2017,8
1022,34,45,19,26/1/2017,7
1023,34,45,19,27/1/2017,7
1024,34,45,19,28/1/2017,7
1025,34,45,19,29/1/2017,7
1026,34,45,19,30/1/2017,11
1027,34,45,19,31/1/2017,11
1028,34,45,19,1/2/2017,11
1029,34,45,19,2/2/2017,6
1030,34,45,19,3/2/2017,6
1031,34,45,19,4/2/2017,6
1032,34,45,19,5/2/2017,6
1033,34,45,19,6/2/2017,9
1034,34,45,19,7/2/2017,9
1035,34,45,19,8/2/2017,8
1036,34,45,19,9/2/2017,7
1037,34,45,19,10/2/2017,7
1038,34,45,19,11/2/2017,7
1039,34,45,19,12/2/2017,7
1040,34,45,19,13/2/2017,10
1041,34,45,19,14/2/2017,10
1042,34,45,19,15/2/2017,10
1043,34,45,19,16/2/2017,9
1044,34,45,19,17/2/2017,9
1045,34,45,19,18/2/2017,9
1046,34,45,19,19/2/2017,9
1047,34,45,19,20/2/2017,7
1048,34,45,19,21/2/2017,7
1049,34,45,19,22/2/2017,6
1050,34,45,19,23/2/2017,4
1051,34,45,19,24/2/2017,12
1052,34,45,19,25/2/2017,12
1053,34,45,19,26/2/2017,12
1054,34,45,19,27/2/2017,11
1055,34,45,19,28/2/2017,11
1056,34,45,19,1/3/2017,9
1057,34,45,19,2/3/2017,9
1058,34,45,19,3/3/2017,9
1059,34,45,19,4/3/2017,9
1060,34,45,19,5/3/2017,7
1061,34,45,19,6/3/2017,7
1062,34,45,19,7/3/2017,7
1063,34,45,19,8/3/2017,7
1064,34,45,19,9/3/2017,9
1065,34,45,19,10/3/2017,8
1066,34,45,19,11/3/2017,8
1067,34,45,19,12/3/2017,8
1068,34,45,19,13/3/2017,6
1069,34,45,19,14/3/2017,6
1070,34,45,19,15/3/2017,4
1071,34,45,19,16/3/2017,8
1072,34,45,19,17/3/2017,7
1073,34,45,19,18/3/2017,7
1074,34,45,19,19/3/2017,7
1075,34,45,19,20/3/2017,9
1076,34,45,19,21/3/2017,9
1077,34,45,19,22/3/2017,5
1078,34,45,19,23/3/2017,5
1079,34,45,19,24/3/2017,5
1080,34,45,19,25/3/2017,5
1081,34,45,19,26/3/2017,4
1082,34,45,19,27/3/2017,8
1083,34,45,19,28/3/2017,7
1084,34,45,19,29/3/2017,5
1085,34,45,19,30/3/2017,5
1086,34,45,19,31/3/2017,2
1087,43,41,11,10/1/2017,1
1088,43,41,11,11/1/2017,1
1089,43,41,11,12/1/2017,1
1090,43,41,11,13/1/2017,1
1091,43,41,11,14/1/2017,1
1092,43,41,11,15/1/2017,1
1093,43,41,11,16/1/2017,1
1094,43,41,11,17/1/2017,1
1095,43,41,11,18/1/2017,1
1096,43,41,11,19/1/2017,1
1097,43,41,11,20/1/2017,2
1098,43,41,11,21/1/2017,2
1099,43,41,11,22/1/2017,2
1100,43,41,11,23/1/2017,2
1101,43,41,11,24/1/2017,3
1102,43,41,11,25/1/2017,3
1103,43,41,11,26/1/2017,1
1104,43,41,11,27/1/2017,1
1105,43,41,11,28/1/2017,1
1106,43,41,11,29/1/2017,1
1107,43,41,11,30/1/2017,1
1108,43,41,11,31/1/2017,2
1109,43,41,11,1/2/2017,2
1110,43,41,11,2/2/2017,2
1111,43,41,11,3/2/2017,8
1112,43,41,11,4/2/2017,8
1113,43,41,11,5/2/2017,8
1114,43,41,11,6/2/2017,8
1115,43,41,11,7/2/2017,8
1116,43,41,11,8/2/2017,8
1117,43,41,11,9/2/2017,3
1118,43,41,11,10/2/2017,3
1119,43,41,11,11/2/2017,3
1120,43,41,11,12/2/2017,3
1121,43,41,11,13/2/2017,3
1122,43,41,11,14/2/2017,3
1123,43,41,11,15/2/2017,3
1124,43,41,11,16/2/2017,3
1125,43,41,11,17/2/2017,3
1126,43,41,11,18/2/2017,3
1127,43,41,11,19/2/2017,3
1128,43,41,11,20/2/2017,6
1129,43,41,11,21/2/2017,6
1130,43,41,11,22/2/2017,6
1131,43,41,11,23/2/2017,6
1132,43,41,11,24/2/2017,6
1133,43,41,11,25/2/2017,6
1134,43,41,11,26/2/2017,6
1135,43,41,11,27/2/2017,6
1136,43,41,11,28/2/2017,6
1137,43,41,11,1/3/2017,5
1138,43,41,11,2/3/2017,5
1139,43,41,11,3/3/2017,5
1140,43,41,11,4/3/2017,5
1141,43,41,11,5/3/2017,5
1142,43,41,11,6/3/2017,5
1143,43,41,11,7/3/2017,23
1144,43,41,11,8/3/2017,23
1145,43,41,11,9/3/2017,18
1146,43,41,11,10/3/2017,18
1147,43,41,11,11/3/2017,18
1148,43,41,11,12/3/2017,18
1149,43,41,11,13/3/2017,18
1150,43,41,11,14/3/2017,10
1151,43,41,11,15/3/2017,1
1152,43,41,11,16/3/2017,1
1153,43,41,11,17/3/2017,1
1154,43,41,11,18/3/2017,1
1155,43,41,11,19/3/2017,1
1156,43,41,11,20/3/2017,18
1157,43,41,11,21/3/2017,18
1158,43,41,11,22/3/2017,3
1159,43,41,11,23/3/2017,3
1160,43,41,11,24/3/2017,3
1161,43,41,11,25/3/2017,3
1162,43,41,11,26/3/2017,3
1163,43,41,11,27/3/2017,2
1164,43,41,11,28/3/2017,20
1165,43,41,11,29/3/2017,8
1166,43,41,11,30/3/2017,8
1167,43,41,11,31/3/2017,7
1168,43,42,11,11/1/2017,2
1169,43,42,11,12/1/2017,4
1170,43,42,11,13/1/2017,5
1171,43,42,11,14/1/2017,5
1172,43,42,11,15/1/2017,5
1173,43,42,11,16/1/2017,7
1174,43,42,11,17/1/2017,8
1175,43,42,11,18/1/2017,6
1176,43,42,11,19/1/2017,3
1177,43,42,11,20/1/2017,7
1178,43,42,11,21/1/2017,7
1179,43,42,11,22/1/2017,7
1180,43,42,11,23/1/2017,24
1181,43,42,11,24/1/2017,22
1182,43,42,11,25/1/2017,18
1183,43,42,11,26/1/2017,15
1184,43,42,11,27/1/2017,12
1185,43,42,11,28/1/2017,12
1186,43,42,11,29/1/2017,12
1187,43,42,11,30/1/2017,23
1188,43,42,11,31/1/2017,23
1189,43,42,11,1/2/2017,22
1190,43,42,11,2/2/2017,18
1191,43,42,11,3/2/2017,18
1192,43,42,11,4/2/2017,18
1193,43,42,11,5/2/2017,18
1194,43,42,11,6/2/2017,24
1195,43,42,11,7/2/2017,22
1196,43,42,11,8/2/2017,16
1197,43,42,11,9/2/2017,8
1198,43,42,11,10/2/2017,5
1199,43,42,11,11/2/2017,5
1200,43,42,11,12/2/2017,5
1201,43,42,11,13/2/2017,23
1202,43,42,11,14/2/2017,19
1203,43,42,11,15/2/2017,16
1204,43,42,11,16/2/2017,13
1205,43,42,11,17/2/2017,12
1206,43,42,11,18/2/2017,12
1207,43,42,11,19/2/2017,12
1208,43,42,11,20/2/2017,28
1209,43,42,11,21/2/2017,25
1210,43,42,11,22/2/2017,22
1211,43,42,11,23/2/2017,15
1212,43,42,11,24/2/2017,11
1213,43,42,11,25/2/2017,13
1214,43,42,11,26/2/2017,13
1215,43,42,11,27/2/2017,35
1216,43,42,11,28/2/2017,30
1217,43,42,11,1/3/2017,26
1218,43,42,11,2/3/2017,19
1219,43,42,11,3/3/2017,5
1220,43,42,11,4/3/2017,5
1221,43,42,11,5/3/2017,5
1222,43,42,11,6/3/2017,16
1223,43,42,11,7/3/2017,8
1224,43,42,11,8/3/2017,23
1225,43,42,11,9/3/2017,13
1226,43,42,11,10/3/2017,7
1227,43,42,11,11/3/2017,7
1228,43,42,11,12/3/2017,7
1229,43,42,11,13/3/2017,54
1230,43,42,11,14/3/2017,46
1231,43,42,11,15/3/2017,40
1232,43,42,11,16/3/2017,27
1233,43,42,11,17/3/2017,25
1234,43,42,11,18/3/2017,25
1235,43,42,11,19/3/2017,25
1236,43,42,11,20/3/2017,51
1237,43,42,11,21/3/2017,45
1238,43,42,11,22/3/2017,37
1239,43,42,11,23/3/2017,28
1240,43,42,11,24/3/2017,19
1241,43,42,11,25/3/2017,19
1242,43,42,11,26/3/2017,19
1243,43,42,11,27/3/2017,36
1244,43,42,11,28/3/2017,27
1245,43,42,11,29/3/2017,19
1246,43,42,11,30/3/2017,8
1247,43,42,11,31/3/2017,6
1248,43,44,6,17/2/2017,90
1249,43,44,6,18/2/2017,90
1250,43,44,6,19/2/2017,90
1251,43,44,6,20/2/2017,74
1252,43,44,6,21/2/2017,72
1253,43,44,6,22/2/2017,68
1254,43,44,6,23/2/2017,68
1255,43,44,6,24/2/2017,61
1256,43,44,6,25/2/2017,61
1257,43,44,6,26/2/2017,37
1258,43,44,6,27/2/2017,20
1259,43,47,11,25/1/2017,8
1260,43,47,11,26/1/2017,10
1261,43,47,11,27/1/2017,11
1262,43,47,11,28/1/2017,11
1263,43,47,11,29/1/2017,11
1264,43,47,11,30/1/2017,11
1265,43,47,11,31/1/2017,11
1266,43,47,11,1/2/2017,11
1267,43,47,11,2/2/2017,11
1268,43,47,11,3/2/2017,11
1269,43,47,11,4/2/2017,11
1270,43,47,11,5/2/2017,11
1271,43,47,11,6/2/2017,11
1272,43,47,11,7/2/2017,11
1273,43,47,11,8/2/2017,9
1274,43,47,11,9/2/2017,9
1275,43,47,11,10/2/2017,7
1276,43,47,11,11/2/2017,7
1277,43,47,11,12/2/2017,7
1278,43,47,11,13/2/2017,7
1279,43,47,11,14/2/2017,7
1280,43,47,11,15/2/2017,6
1281,43,47,11,16/2/2017,5
1282,43,47,11,17/2/2017,6
1283,43,47,11,18/2/2017,6
1284,43,47,11,19/2/2017,6
1285,43,47,11,20/2/2017,10
1286,43,47,11,21/2/2017,61
1287,43,47,11,22/2/2017,52
1288,43,47,11,23/2/2017,48
1289,43,47,11,24/2/2017,46
1290,43,47,11,25/2/2017,46
1291,43,47,11,26/2/2017,46
1292,43,47,11,27/2/2017,46
1293,43,47,11,28/2/2017,41
1294,43,47,11,1/3/2017,33
1295,43,47,11,2/3/2017,25
1296,43,47,11,3/3/2017,24
1297,43,47,11,4/3/2017,24
1298,43,47,11,5/3/2017,24
1299,43,47,11,6/3/2017,11
1300,43,47,11,7/3/2017,8
1301,43,47,11,8/3/2017,3
1302,43,47,11,9/3/2017,
1303,43,47,11,10/3/2017,
1304,43,47,11,11/3/2017,
1305,43,47,11,12/3/2017,
1306,43,47,11,13/3/2017,
1307,43,47,11,14/3/2017,
1308,43,47,11,15/3/2017,
1309,43,47,11,16/3/2017,
1310,43,47,11,17/3/2017,
1311,43,47,11,18/3/2017,
1312,43,47,11,19/3/2017,
1313,43,47,11,20/3/2017,
1314,43,47,11,21/3/2017,19
1315,43,47,11,22/3/2017,20
1316,43,47,11,23/3/2017,19
1317,43,47,11,24/3/2017,20
1318,43,47,11,25/3/2017,20
1319,43,47,11,26/3/2017,20
1320,43,47,11,27/3/2017,19
1321,43,47,11,28/3/2017,14
1322,43,47,11,29/3/2017,11
1323,43,47,11,30/3/2017,8
1324,43,47,11,31/3/2017,8
